source_row,model,title,ground_truth_valid,ground_truth_source,ground_truth_count,matched_ground_truth,noise_label,noise_free,noise_reason,model_output_matches_ground_truth,model_output_issue,model_signature,relevant_nosmi,reaction_count,max_reactant_count,max_reagent_count,max_product_count,template_failure,missing_product_atom_maps,identical_structures,evaluation_error,many_reactants,many_products,many_reagents,no_reagent,rare_template,many_products_filtered,many_products_passed,many_reactants_filtered,many_reactants_passed,many_reagents_filtered,many_reagents_passed,no_reagent_filtered,no_reagent_passed,rare_template_filtered,rare_template_passed
48,qwen-3.5-9b-off,"sodium 2,6-difluorobenzoate",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""O=C(O)c1c(F)cccc1F"", ""[NaH]""], ""reactants"": [""O=C(O)c1c(F)cccc1F"", ""[NaH]""], ""reagents"": [""CCO"", ""O""]}",0,1,2,3,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
49,qwen-3.5-9b-off,ethyl 2-(4-piperidinyl)-4-thiazolecarboxylate monohydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCOC(=O)c1csc(C2CCNCC2)n1"", ""Cl""], ""reactants"": [""CCOC(=O)c1csc(C2CCN(C(=O)OC(C)(C)C)CC2)n1"", ""Cl""], ""reagents"": [""CCO"", ""CCOCC""]}",0,1,2,2,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
50,qwen-3.5-9b-off,2-[(1-methylpiperidin-4-yl)-amino]-4-(trifluoromethyl)pyrimidine-5-carboxylic acid hydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CN1CCC(Nc2ncc(C(=O)O)c(C(F)(F)F)n2)CC1"", ""Cl""], ""reactants"": [""COC(=O)c1cnc(NC2CCN(C)CC2)nc1C(F)(F)F"", ""Cl""], ""reagents"": []}",0,1,2,0,2,0,0,0,,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
51,qwen-3.5-9b-off,"1,1-difluoro-6-aza-spiro[2.5]octane hydrochloride",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""FC1(F)CC12CCNCC2""], ""reactants"": [""CC(C)(C)OC(=O)N1CCC2(CC1)CC2(F)F"", ""Cl""], ""reagents"": [""C1COCCO1"", ""ClCCl""]}",0,1,2,2,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
52,qwen-3.5-9b-off,tetrabutylammonium 4-phenoxybutylsulfonate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCCCN(CCCC)(CCCC)CCCC"", ""O=S(=O)(O)CCCCOc1ccccc1""], ""reactants"": [""CCCCN(CCCC)(CCCC)CCCC"", ""O=S(=O)(O)CCCCCl"", ""Oc1ccccc1""], ""reagents"": [""C1CCOC1"", ""[NaH]""]}",0,1,3,2,2,0,0,0,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
53,qwen-3.5-9b-off,Nalbuphine hydrochloride,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""Cl"", ""Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314""], ""reactants"": [""Cl"", ""Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314""], ""reagents"": [""CCO"", ""O""]}",0,1,2,2,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
54,qwen-3.5-9b-off,6-[(4-Fluorophenyl)oxy]-N-methyl-N-(4-{[(3S)-3-methyl-1-piperazinyl]methyl}phenyl)-3-pyridinecarboxamide fumarate,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CC1CN(Cc2ccc(N(C)C(=O)c3ccc(Oc4ccc(F)cc4)nc3)cc2)CCN1"", ""O=C(O)C=CC(=O)O""], ""reactants"": [""CC1CN(Cc2ccc(N(C)C(=O)c3ccc(Oc4ccc(F)cc4)nc3)cc2)CCN1"", ""O=C(O)C=CC(=O)O""], ""reagents"": [""CC(=O)CC(C)C""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
55,qwen-3.5-9b-off,2-[2-(6-chlorohexyloxy)-ethoxy]-ethyl-ammonium trifluoro-acetate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""NCCOCCOCCCCCCCl"", ""O=C(O)C(F)(F)F""], ""reactants"": [""O=C(NCCOCCOCCCCCCCl)OCc1c2ccccc2cc2ccccc12"", ""O=C(O)C(F)(F)F""], ""reagents"": [""COc1ccccc1"", ""ClCCl""]}",0,1,2,2,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
56,qwen-3.5-9b-off,Trimethyl-(4-methyl-1H-indol-3-ylmethyl)-ammonium iodide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cc1cccc2ncc(CN(C)(C)C)c12"", ""I""], ""reactants"": [""CI"", ""Cc1cccc2ncc(CN(C)C)c12""], ""reagents"": [""CC#N""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
57,qwen-3.5-9b-off,Dimethyl-(1H-pyrrol-3-ylmethylene)-ammonium chlorid,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CN(C)=Cc1ccnc1"", ""Cl""], ""reactants"": [""CC(C)[Si](C(C)C)(C(C)C)n1cccc1"", ""CN(C)=CCl"", ""Cl""], ""reagents"": [""ClCCl""]}",0,1,3,1,2,0,0,0,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
58,qwen-3.5-9b-off,N-ethyl-3-methylbutan-1-amine hydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCNCCC(C)C"", ""Cl""], ""reactants"": [""CCN(CCC(C)C)C(=O)OC(C)(C)C"", ""Cl""], ""reagents"": [""CO""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
59,qwen-3.5-9b-off,(Z)—(R)-4-amino-5-biphenyl-4-yl-2-methyl-pent-2-enoic acid hydrochloride,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""CC(=CC(N)Cc1ccc(-c2ccccc2)cc1)C(=O)O"", ""Cl""], ""reactants"": [""CC(=CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)O"", ""O=S(Cl)Cl""], ""reagents"": [""CCO"", ""CCOC(C)=O""]}",0,1,2,2,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
60,qwen-3.5-9b-off,1-amino-3-phenoxypropan-2-ol hydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""NCC(O)COc1ccccc1""], ""reactants"": [""Cl"", ""O=C1CCC(=O)N1CC(O)COc1ccccc1""], ""reagents"": [""CCO""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
61,qwen-3.5-9b-off,"tert-butyl [(1R,5S,6S)-6-aminomethyl-3-ethylbicyclo[3.2.0]hept-3-en-6-yl]acetate D-mandelate",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CCC1=CC2C(C1)CC2(CN)CC(=O)OC(C)(C)C"", ""O=C(O)C(O)c1ccccc1""], ""reactants"": [""CCC1=CC2C(C1)CC2(CN)CC(=O)OC(C)(C)C"", ""O=C(O)C(O)c1ccccc1""], ""reagents"": [""CC#N""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
62,qwen-3.5-9b-off,"2-(4-(5-chloro-2-fluorobenzoyl)piperidin-1-yl)-3-(isopropylamino)-N,N-dimethyl-7,8-dihydropyrido[3,4-b]pyrazine-6(5H)-carboxamide",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CC(C)Nc1nc2c(nc1N1CCC(C(=O)c3cc(Cl)ccc3F)CC1)CCN(C(=O)N(C)C)C2"", ""O=C(O)C(F)(F)F""], ""reactants"": [""CC(C)Nc1nc2c(nc1N1CCC(C(=O)c3cc(Cl)ccc3F)CC1)CCNC2"", ""CCN(CC)CC"", ""CN(C)C(=O)Cl"", ""ClCCl""], ""reagents"": []}",0,1,4,0,2,1,1,0,product atom mapping is incomplete,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
63,qwen-3.5-9b-off,"1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylic acid hydrochloride",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CN1CCC=C(C(=O)O)C1"", ""Cl""], ""reactants"": [""CN1CCC=C(C(=O)O)C1"", ""Cl""], ""reagents"": [""Br""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
64,qwen-3.5-9b-off,1-(3-(tert-butyl)-1-(p-tolyl)-1H-pyrazol-5-yl)-3-(4-((2-((6-ethylpyrazin-2-yl)amino)pyridin-4-yl)methoxy)naphthalen-1-yl)urea maleate,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CCc1cncc(Nc2cc(COc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)ccn2)n1"", ""O=C(O)C=CC(=O)O""], ""reactants"": [""CCc1cncc(Nc2cc(COc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)ccn2)n1"", ""O=C(O)C=CC(=O)O""], ""reagents"": [""CCC(C)=O""]}",0,1,2,2,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
65,qwen-3.5-9b-off,"8-(cyclohexylmethoxy)-2-methyl-N-[(3S)-1-methylpyrrolidin-3-yl]imidazo[1,2-a]pyridine-3-carboxamide hydrochloride",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""Cc1nc2c(OCC3CCCCC3)cccn2c1C(=O)NC1CCN(C)C1"", ""Cl""], ""reactants"": [""Cc1nc2c(OCC3CCCCC3)cccn2c1C(=O)NC1CCN(C)C1"", ""Cl""], ""reagents"": [""CCOC(C)=O""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
66,qwen-3.5-9b-off,1-[3'-isopropoxy-2'-(pentachlorophenylthio)propyl]imidazole nitrate,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CC(C)OCC(Cn1ccnc1)Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"", ""O=N(O)O""], ""reactants"": [""CC(C)OCC(Cn1ccnc1)Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"", ""O=N(O)O""], ""reagents"": [""CCOCC""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
67,qwen-3.5-9b-off,"1-Phenyl-8-[(trans-1,2,3,4-tetrahydro-1-hydroxy-6-methoxy-2-naphthalenyl)methyl]-1,3,8-triazaspiro-[4.5]decan-4-one, hydrochloride",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""COc1ccc2c(c1)CCC(CN1CCC3(CC1)C(=O)NCN3c1ccccc1)C2O"", ""Cl""], ""reactants"": [""COc1ccc2c(c1)CCC(CN1CCC3(CC1)C(=O)NCN3c1ccccc1)C2O"", ""Cl""], ""reagents"": [""CCOCC""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
68,qwen-3.5-9b-off,"1-Phenyl-8-[(trans-1,2,3,4-tetrahydro-1-hydroxy-6-methoxy-2-naphthalenyl)methyl]-1,3,8-triazaspiro-[4.5]decan-4-one, hydrochloride",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""COc1ccc2c(c1)CCC(CN1CCC3(CC1)C(=O)NCN3c1ccccc1)C2O""], ""reactants"": [""CC(C)CCO"", ""COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC"", ""ClC(Cl)Cl"", ""O"", ""O=C(Cl)c1ccco1""], ""reagents"": [""Cl"", ""O"", ""[NaH]""]}",0,1,5,3,1,0,0,0,,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1
69,qwen-3.5-9b-off,α-vinyltyrosine hydrochloride,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""C=CC(N)(Cc1ccc(O)cc1)C(=O)O"", ""Cl""], ""reactants"": [""C=CC(Cc1ccc(O)cc1)(NOCc1ccccc1)C(=O)OC"", ""Cl""], ""reagents"": []}",0,1,2,0,2,0,0,0,,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
70,qwen-3.5-9b-off,"PREPARATION OF AQUOSULPHATO (N,N'-DIETHYLETHYLENEDIAMINE) PLATINUM (II)",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
71,qwen-3.5-9b-off,triphenylsulfonium hexafluoroarsenate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""F[As](F)(F)(F)(F)F"", ""c1ccc([SH](c2ccccc2)c2ccccc2)cc1""], ""reactants"": [""F[As](F)(F)(F)(F)F"", ""c1ccc(Sc2ccccc2)cc1"", ""c1ccc([IH]c2ccccc2)cc1""], ""reagents"": [""O=C(O)c1ccccc1"", ""[Cu]""]}",0,1,3,3,2,0,0,0,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
72,qwen-3.5-9b-off,"2-[2-aminoethanoyl]aminophenyl-3,1-benzoxazin-4-one hydrochloride",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""NCC(=O)Nc1ccccc1-c1nc2ccccc2c(=O)o1""], ""reactants"": [""CC(C)(C)OC(=O)NCC(=O)Nc1ccccc1-c1nc2ccccc2c(=O)o1"", ""Cl""], ""reagents"": [""CCOC(C)=O""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
73,qwen-3.5-9b-off,1-(3-(1-Imidazolyl)-propyl)-2-(phthalimido-methyl)-5-methyl-pyrrole hydrochloride,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""Cc1ccc(CN2C(=O)c3ccccc3C2=O)n1CCCn1ccnc1"", ""Cl""], ""reactants"": [""CC(=O)CCC(=O)CN1C(=O)c2ccccc2C1=O"", ""NCCCn1ccnc1""], ""reagents"": [""CC(=O)O""]}",0,1,2,1,2,1,1,0,product atom mapping is incomplete,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
74,qwen-3.5-9b-off,"4-benzyl-6-chloro-3,4-dihydro-2-methyl-3-oxo-N-(3-quinuclidinyl)-2H-1,4-benzoxazine-8-carboxamide hydrochloride",True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""CC1Oc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc2N(Cc2ccccc2)C1=O"", ""Cl""], ""reactants"": [""CCC1(C)Oc2c(C(=O)Cl)cc(Cl)cc2N(Cc2ccccc2)C1=O"", ""NC1CN2CCC1CC2""], ""reagents"": [""CN1CCOCC1"", ""ClC(Cl)Cl""]}",0,1,2,2,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
75,qwen-3.5-9b-off,"1,3-Dimethyl-5-(3,5-dichloro-(4-(2-(1,1,2,2,3,3,3-heptafluoropropoxy)-1,1,2-trifluoroethoxy))-phenylcarbamoyl)barbituric acid, triethylammonium salt (Example 15)",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CCN(CC)CC"", ""CN1C(=O)C(C(=O)Nc2cc(Cl)c(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c(Cl)c2)C(=O)N(C)C1=O""], ""reactants"": [""CCN(CC)CC"", ""CN1C(=O)C(C(=O)Nc2cc(Cl)c(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c(Cl)c2)C(=O)N(C)C1=O""], ""reagents"": [""CC#N""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
76,qwen-3.5-9b-off,bis(1-naphthylmethyl)ethylsulfonium hexafluoroantimonate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC[SH](Cc1cccc2ccccc12)Cc1cccc2ccccc12"", ""[F][Sb]([F])([F])([F])([F])[F]""], ""reactants"": [""CCO(CC)CC"", ""[F][Sb]([F])([F])([F])([F])[F]"", ""c1ccc2c(CSCc3cccc4ccccc34)cccc2c1""], ""reagents"": [""ClCCl""]}",0,1,3,1,2,0,0,0,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
77,qwen-3.5-9b-off,2-{[[4-(3-Chloropropylthio)-3-methoxy-2-pyridinyl]-methyl]thio}-1H-benzimidazole Dihydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1c(SCCCCl)ccnc1CSc1nc2ccccc2n1"", ""Cl""], ""reactants"": [""COc1c(SCCCCl)ccnc1CCl"", ""Cl"", ""Sc1nc2ccccc2n1""], ""reagents"": [""CC(C)O"", ""O""]}",0,1,3,2,3,0,0,0,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
78,qwen-3.5-9b-off,"4-(3,4-dichloroanilino)-6-fluoroquinazoline hydrochloride",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""Fc1ccc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2c1""], ""reactants"": [""Fc1ccc2ncnc(Cl)c2c1"", ""Nc1ccc(Cl)c(Cl)c1""], ""reagents"": [""CC(C)O""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
79,qwen-3.5-9b-off,"2-[4-[4-[4-[4-[[2-(2,4-difluorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]-phenyl]-1-piperazinyl]-phenyl]-4,5-dihydro-5-oxo-1H-1,2,4-triazol-1-yl]-1-methylpropyl L-phenylalanine (Z)-2-butenedioate",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,2,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
80,qwen-3.5-9b-off,"(+)-(5)6-Methoxy-2-[[(4-methoxy-3,5-dimethyl-2-pyridinyl)methyl]sulfinyl]-1H-benzimidazole Sodium Salt",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1"", ""[Na]""], ""reactants"": [""COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1"", ""[NaH]""], ""reagents"": [""CCC(C)=O"", ""Cc1ccccc1"", ""O""]}",0,1,2,4,2,1,0,0,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
81,qwen-3.5-9b-off,o-Bromobenzoic Acid Potassium Salt,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""O=C(O)c1ccccc1Br"", ""[KH]""], ""reactants"": [""O=C(O)c1ccccc1Br"", ""[KH]""], ""reagents"": [""CO"", ""O=C(O)O"", ""[KH]""]}",0,1,2,3,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
82,qwen-3.5-9b-off,"5,6-dihydro-4H-1,3a,6-triaza-as-indacene-8-carboxylic acid hydrobromide",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Br"", ""O=C(O)c1cnc2c1-c1nccn1CC2""], ""reactants"": [""Br"", ""COC(=O)c1cnc2c1-c1nccn1CC2""], ""reagents"": []}",0,1,2,0,2,0,0,0,,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
83,qwen-3.5-9b-off,"2-Amino-1-(2,4-difluorophenyl)-ethanol-hydrochloride",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""NCC(O)c1ccc(F)cc1F""], ""reactants"": [""Cl"", ""O=CNCC(O)c1ccc(F)cc1F""], ""reagents"": [""CCOC(C)=O"", ""CO""]}",0,1,2,2,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
84,qwen-3.5-9b-off,magnesium valproate,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCCC(CCC)C(=O)O"", ""O"", ""[MgH2]""], ""reactants"": [""CCCC(CCC)C(=O)O"", ""CCCC(CCC)C(=O)O"", ""[MgH2]""], ""reagents"": [""CC#N"", ""CC(C)C#N"", ""CCC#N"", ""CCCC#N""]}",0,1,3,4,4,1,1,0,product atom mapping is incomplete | template extraction failed,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
85,qwen-3.5-9b-off,"Biphenyl-2-ylcarbamic Acid 1-{9-[(R)-2-Hydroxy-2-(8-Hydroxy-2-oxo-1,2-dihydroquinolin-5-yl)ethylamino]nonyl}piperidin-4-yl Ester Naphthalene-1,5-disulfonic Acid Salt",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCC(O)c2ccc(O)c3nc(=O)ccc23)CC1"", ""O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12""], ""reactants"": [""O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCC(O)c2ccc(O)c3nc(=O)ccc23)CC1"", ""O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12""], ""reagents"": [""CO""]}",0,1,2,2,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
86,qwen-3.5-9b-off,"N-(1S, 2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pentyloxy-piperidin-2-yl]-ethyl}-acetamide hydrochloride",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""CCCCCOC1CCC(C(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)NC1"", ""Cl""], ""reactants"": [""CCCCCOC1CCC(C(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)NC1"", ""Cl""], ""reagents"": [""CO"", ""[H]"", ""[Pd]""]}",0,1,2,3,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
87,qwen-3.5-9b-off,4-(Morpholin-4-ylcarbonyl)piperidine-4-carbonitrile hydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""N#CC1(C(=O)N2CCOCC2)CCNCC1""], ""reactants"": [""CC(C)(C)OC(=O)N1CCC(C#N)(C(=O)N2CCOCC2)CC1"", ""Cl""], ""reagents"": [""C1COCCO1""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
88,qwen-3.5-9b-off,Cefoxitin Sodium,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21"", ""[NaH]""], ""reactants"": [""COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21"", ""[NaH]""], ""reagents"": [""CC(C)=O"", ""CC(O)C(=O)O"", ""O""]}",0,1,2,3,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
89,qwen-3.5-9b-off,sodium di(2-ethylhexyl) phosphate,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCCCC(CC)COP(=O)(O)OCC(CC)CCCC"", ""[La]""], ""reactants"": [""C1CCCCC1"", ""C1CCCCC1"", ""CCCCC(CC)COP(=O)(O)OCC(CC)CCCC"", ""O"", ""O"", ""[La]""], ""reagents"": [""Cl"", ""[NaH]""]}",0,1,6,4,4,1,1,0,product atom mapping is incomplete,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
90,qwen-3.5-9b-off,4-[4-(pentafluoroethoxy)phenoxy]piperidine hydrochloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cl"", ""FC(F)(F)C(F)(F)Oc1ccc(OC2CCNCC2)cc1""], ""reactants"": [""CC(C)(C)OC(=O)N1CCC(Oc2ccc(OC(F)(F)C(F)(F)F)cc2)CC1"", ""Cl""], ""reagents"": [""C1COCCO1""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
91,qwen-3.5-9b-off,"5-[5-(3-methoxybenzyl)-1,3,4-oxadiazol-2-ylamino]-1H-indazole hydrochloride",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1cccc(Cc2nnc(Nc3ccc4nncc4c3)o2)c1"", ""Cl""], ""reactants"": [""COc1cccc(Cc2nnc(Nc3ccc4c(cnn4C(=O)OC(C)(C)C)c3)o2)c1"", ""Cl""], ""reagents"": [""C1COCCO1""]}",0,1,2,1,2,0,0,0,,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
92,qwen-3.5-9b-off,4-(2-cyano-1-benzofuran-5-yl)piperazin-1-ium chloride,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""Cl"", ""N#Cc1cc2cc(N3CCNCC3)ccc2o1""], ""reactants"": [""C1CNCCN1"", ""CCOC(C)=O"", ""Cl"", ""ClCCl""], ""reagents"": []}",0,1,4,0,2,1,1,0,product atom mapping is incomplete,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
93,qwen-3.5-9b-off,"(8aS)-7-(3-fluorobenzyl)hexahydropyrrolo[1,2-a]pyrazin-6(2H)-one hydrochloride",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,2,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
94,qwen-3.5-9b-off,(Phenyl)[2-(trimethylsilyl)phenyl]iodonium Triflate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""C[Si](C)(C)c1ccccc1[IH]c1ccccc1"", ""O=S(=O)(O)C(F)(F)F""], ""reactants"": [""C[Si](C)(C)c1ccccc1[Si](C)(C)C"", ""Ic1ccccc1"", ""O=S(=O)(O)C(F)(F)F""], ""reagents"": [""CC(=O)O"", ""ClCCl""]}",0,1,3,3,2,0,0,0,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
95,qwen-3.5-9b-off,4-{3-[4-(3-{4-[amino(imino)methyl]phenoxy}propyl)-1-piperidinyl]propoxy}benzamidine hydrochloride,True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""Cl"", ""N=C(N)c1ccc(OCCCC2CCN(CCCOc3ccc(C(=N)N)cc3)CC2)cc1""], ""reactants"": [""Cl"", ""N=C(N)c1ccc(OCCCC2CCN(CCCOc3ccc(C(=N)N)cc3)CC2)cc1""], ""reagents"": [""CCO""]}",0,1,2,1,2,1,0,1,template extraction failed,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
