idx,title,paragraph,prediction,error
104,hydroxybenzothiazole,"An example of a mixed anhydride is that of isobutyl chloroformate and pivaloyl chloride and carboxylic-sulfonic mixed anhydrides formed for example with p-toluenesulfonyl chloride. As an example of an activated ester, the ester formed with 2,4-dinitrophenol and the one formed with hydroxybenzothiazole may be mentioned.","{""Reactants, Solvents, Catalysts"": {""A"": ""isobutyl chloroformate"", ""B"": ""pivaloyl chloride"", ""C"": ""p-toluenesulfonyl chloride"", ""D"": ""2,4-dinitrophenol"", ""E"": ""hydroxybenzothiazole""}, ""Products"": {}, ""Reaction Steps"": {}}",
105,tetrahydropyran-2-yloxymethyl-2-oxo-oxazolidine-3-carboxylic acid {1-[4-(4-fluorophenyl)cyclohexyl]-(3R)-pyrrolidin-3-yl}amide,"To a solution of trans-1-[4-(4-fluorophenyl)cyclohexyl]-(3R)-pyrrolidin-3-ylamine dihydrochloride (210 mg, 0.63 mmol) in dry tetrahydrofuran (4 mL) was added N,N-diisopropylethylamine (219 μL, 1.26 mmol) followed by (4S,5R)-4-(3,4-difluorophenyl)-2-oxo-5-(tetrahydropyran-2-yloxymethyl)-oxazolidine-3-carboxylic acid 4-nitrophenyl ester (300 mg, 0.63 mmol). The reaction mixture was stirred at ambient temperature for 18 h when the volatiles were removed under reduced pressure and residue dissolved in ethyl acetate (100 mL) and washed with 10% aqueous sodium carbonate solution (8×100 ml), brine (1×100 ml), dried over magnesium sulfate and filtered. The volatiles were removed under reduced pressure and the resulting oil was purified by pressurized silica gel chromatography (3:1 then 1:0 ethyl acetate:hexane to afford (4S,5R)-trans-4-(3,4-difluorophenyl)-5-(tetrahydropyran-2-yloxymethyl-2-oxo-oxazolidine-3-carboxylic acid {1-[4-(4-fluorophenyl)cyclohexyl]-(3R)-pyrrolidin-3-yl}amide as a white foam (153 mg, 0.25 mmol, 40%).","{""Reactants, Solvents, Catalysts"": {""A"": ""trans-1-[4-(4-fluorophenyl)cyclohexyl]-(3R)-pyrrolidin-3-ylamine dihydrochloride"", ""B"": ""tetrahydrofuran"", ""C"": ""N,N-diisopropylethylamine"", ""D"": ""(4S,5R)-4-(3,4-difluorophenyl)-2-oxo-5-(tetrahydropyran-2-yloxymethyl)-oxazolidine-3-carboxylic acid 4-nitrophenyl ester"", ""E"": ""ethyl acetate"", ""F"": ""aqueous sodium carbonate solution"", ""G"": ""brine"", ""H"": ""magnesium sulfate"", ""I"": ""hexane""}, ""Products"": {""J"": ""(4S,5R)-trans-4-(3,4-difluorophenyl)-5-(tetrahydropyran-2-yloxymethyl-2-oxo-oxazolidine-3-carboxylic acid {1-[4-(4-fluorophenyl)cyclohexyl]-(3R)-pyrrolidin-3-yl}amide""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B->mixture1"", ""2 (Reaction, Add)"": ""mixture1+C->mixture2"", ""3 (Reaction, Add and Stir)"": ""mixture2+D->mixture3"", ""4 (Work-up, Evaporate)"": ""mixture3->mixture4"", ""5 (Work-up, Dissolve and Wash)"": ""mixture4+E+F+G->mixture5"", ""6 (Work-up, Dry and Filter)"": ""mixture5+H->mixture6"", ""7 (Work-up, Evaporate)"": ""mixture6->mixture7"", ""8 (Work-up, Purify Chromatography)"": ""mixture7+E+I->J""}}",
106,dimethyl 4-fluoro-2-nitrophenylmalonate,"Sodium hydride (2.6 g) and 14.5 g of dimethylmalonate was stirred and heated to 100° C. in 160 mL dimethylsulfoxide for 1.0 hour. The mixture was cooled to room temperature, 7.95 g of 2,5-difluoronitrobenzene were added and mixture stirred for 30 minutes. The mixture was then heated to 100° C. for 1.0 hour, cooled to room temperature and poured into 400 mL of saturated ammonium chloride solution. The mixture was extracted with 200 mL of ethyl acetate and the organic layer washed with brine, dried over anhydrous sodium sulfate and concentrated under vacuum. The residue was crystallized from methanol to give 24.4 g (80% yield) of dimethyl 4-fluoro-2-nitrophenylmalonate as a white solid, Rf 0.2 on thin layer chromatography (ethyl acetate:hexane 1:6, silica gel). The filtrate was concentrated and chromatographed on a column of silica gel (ethyl acetate:hexane 1:8) to give an additional 5.03 g of dimethyl 4-fluoro-2-nitrophenylmalonate, for a total of 29.5 g (96% yield).","{""Reactants, Solvents, Catalysts"": {""A"": ""sodium hydride"", ""B"": ""dimethylmalonate"", ""C"": ""dimethylsulfoxide"", ""D"": ""2,5-difluoronitrobenzene"", ""E"": ""saturated ammonium chloride solution"", ""F"": ""ethyl acetate"", ""G"": ""brine"", ""H"": ""anhydrous sodium sulfate"", ""I"": ""methanol"", ""J"": ""silica gel"", ""K"": ""hexane""}, ""Products"": {""L"": ""dimethyl 4-fluoro-2-nitrophenylmalonate""}, ""Reaction Steps"": {""1 (Reaction, Heat and Stir)"": ""A+B+C->mixture1"", ""2 (Reaction, Cool)"": ""mixture1->mixture2"", ""3 (Reaction, Add and Stir)"": ""mixture2+D->mixture3"", ""4 (Reaction, Heat)"": ""mixture3->mixture4"", ""5 (Reaction, Cool)"": ""mixture4->mixture5"", ""6 (Work-up, Quench)"": ""mixture5+E->mixture6"", ""7 (Work-up, Extract)"": ""mixture6+F->mixture7"", ""8 (Work-up, Wash)"": ""mixture7+G->mixture8"", ""9 (Work-up, Dry)"": ""mixture8+H->mixture9"", ""10 (Work-up, Concentrate)"": ""mixture9->mixture10"", ""11 (Work-up, Crystallize)"": ""mixture10+I->L"", ""12 (Work-up, Concentrate)"": ""mixture6->mixture11"", ""13 (Work-up, Chromatograph)"": ""mixture11+J+F+K->L""}}",
107,1-[4-(Pyridin-2-yl)-phenyl]-4(S)-hydroxy-2-N-(N-methoxy-carbonyl-(L)-valyl)amino-5(S)-N-(N-methoxycarbonyl-(L)-iso-leucyl)amino-6-phenyl-2-azahexane,"Analogously to Example 46, 0.96 g (1.5 mmol) of 1-[4-(pyridin-2-yl)-phenyl]-4(S)-hydroxy-2-amino-5(S)-N-(N-methoxycarbonyl-(L)-iso-leucyl)amino-6-phenyl-2-azahexane 3 HCl (Example 47d) in 10 ml of DMF are reacted with 0.263 g (1.5 mmol) of N-methoxycarbonyl-(L)-valine, 0.446 g (1.5 mmol) of TPTU and 0.78 ml (4.5 mmol) of DBU in 7 ml of DMF. After working up, the title compound is obtained: TLC: Rf =0.4 (ethyl acetate); HPLC20-100 : tRet =11.23. (FAB MS (M+H)+ =691.","{""Reactants, Solvents, Catalysts"": {""A"": ""1-[4-(pyridin-2-yl)-phenyl]-4(S)-hydroxy-2-amino-5(S)-N-(N-methoxycarbonyl-(L)-iso-leucyl)amino-6-phenyl-2-azahexane 3 HCl"", ""B"": ""N-methoxycarbonyl-(L)-valine"", ""C"": ""TPTU"", ""D"": ""DBU"", ""E"": ""dimethylformamide""}, ""Products"": {""F"": ""1-[4-(pyridin-2-yl)-phenyl]-4(S)-hydroxy-2-N-(N-methoxy-carbonyl-(L)-valyl)amino-5(S)-N-(N-methoxycarbonyl-(L)-iso-leucyl)amino-6-phenyl-2-azahexane""}, ""Reaction Steps"": {""1 (Reaction, Add and Stir)"": ""A+E->mixture1"", ""2 (Reaction, Add)"": ""mixture1+B+C+D+E->mixture2"", ""3 (Work-up, Work-up)"": ""mixture2->F""}}",
108,"Pregna-4,20-dien-3,6-dione","This synthesis is depicted in FIG. 153. 19-Nor-testosterone (XIX) is commercially available, e.g., from Chemical Dynamics Corp. It provides the starting material for 19-Nor-16-androstene derivatives. 19-Nor-testosterone (XIX) was converted into the acetate (Hartman, J. A. et al., J. Am. Chem. Soc. (1956) 78:5662) with acetanhydride and pyridine. (a) A solution of this acetate (4.8 g, 15.17 mmol) in toluene (10 ml) was pyrolyzed (b) at 540° (200 Torr, slow N2-stream) in a glass tube packed with quartz pieces. Chromatography of the crude pyrolysate (3.1 g) on silica gel (150 g) with CH2Cl2 gave 1.1 g (28%) of the homogenous oily ketone 9; +57.9° (C 1) ((27]: m.p. 71-73°). -IR. (CHCl3): 1660s, 1615m, 1585w, -1H-NMR. (90 MHz): 0.84 (s, 3H); 5.82 (m, 2H); 5.87 (br. s, 1H).","{""Reactants, Solvents, Catalysts"": {""A"": ""19-nor-testosterone"", ""B"": ""acetic anhydride"", ""C"": ""pyridine"", ""D"": ""toluene"", ""E"": ""dichloromethane"", ""F"": ""silica gel"", ""G"": ""nitrogen""}, ""Products"": {""H"": ""19-nor-testosterone acetate"", ""I"": ""homogeneous oily ketone 9""}, ""Reaction Steps"": {""1 (Reaction, Convert)"": ""A+B+C->H"", ""2 (Reaction, Dissolve)"": ""H+D->mixture1"", ""3 (Reaction, Pyrolyze)"": ""mixture1+G->mixture2"", ""4 (Work-up, Chromatograph)"": ""mixture2+F+E->I""}}",
109,5-(2-chlorophenyl)tetrazole,"Into a mixture of 4.13 g (30 mmol) of 2-chlorobenzonitrile, 30 g of ethanol, 1.10 g (15mmol) of diethylamine and 1.92 g (60 mmol) of anhydrous hydrazine was bubbled 0.62 g (18.2 mmol) of hydrogen sulfide gas at room temperature, followed by stirring at 60° C. for 9.5 hours. The resulting reaction mixture was concentrated, dried and dissolved in 120 g of N,N-dimethylformamide and 54.7 g (150 mmol) of 10% hydrochloric acid added thereto, followed by cooling to 5° C. Then 20.7 g (60 mmol) of 20% sodium nitrite was added dropwise thereto, followed by stirring at 0-5° C. for 3 hours. The resulting reaction mixture was filtered to remove undissolved matters. The filtrate was analyzed by liquid chromatography with an internal standard, and it was found that 3.76 g (20.8 mmol, 69% yield) of 5-(2-chlorophenyl)tetrazole was contained.","{""Reactants, Solvents, Catalysts"": {""A"": ""2-chlorobenzonitrile"", ""B"": ""ethanol"", ""C"": ""diethylamine"", ""D"": ""anhydrous hydrazine"", ""E"": ""hydrogen sulfide"", ""F"": ""N,N-dimethylformamide"", ""G"": ""hydrochloric acid"", ""H"": ""sodium nitrite""}, ""Products"": {""I"": ""5-(2-chlorophenyl)tetrazole""}, ""Reaction Steps"": {""1 (Reaction, Add)"": ""A+B+C+D->mixture1"", ""2 (Reaction, Bubble)"": ""mixture1+E->mixture2"", ""3 (Reaction, Heat and Stir)"": ""mixture2->mixture3"", ""4 (Work-up, Concentrate and Dry)"": ""mixture3->mixture4"", ""5 (Work-up, Dissolve)"": ""mixture4+F->mixture5"", ""6 (Work-up, Add)"": ""mixture5+G->mixture6"", ""7 (Work-up, Cool)"": ""mixture6->mixture7"", ""8 (Work-up, Add and Stir)"": ""mixture7+H->mixture8"", ""9 (Work-up, Filter)"": ""mixture8->I""}}",
110,"[2-Chloro-4-(3-methyl-pyrazol-1-yl)-phenyl]-(11H-5-oxa-4,10-diaza-dibenzo[a,d]cyclohepten-10-yl)-methanone","Under anhydrous conditions a mixture of 2-chloro-4-fluorobenzoic acid (0.37 g, 2.12 mmol) and oxalyl chloride (0.303 mL, 2.3 mmol) in 10 mL of dichloromethane containing a catalytic amount of dimethylforrnamide was stirred at room temperature until gas evolution ceased. The crude acid chloride solution was then added portionwise to a stirred solution of 6H-pyrido[2,3-b][1,5]benzoxazepine of Step A (0.45 g, 2.12 mmol) and triethylamine (0.35 mL, 2.5 mmol) in 15 mL of dichloromethane. The reaction mixture was stirred overnight at ambient temperature, washed with water and dried over sodium sulfate. Evaporation of the solvent provided the crude title compound as a gummy solid which was used as such in the next step.","{""Reactants, Solvents, Catalysts"": {""A"": ""2-chloro-4-fluorobenzoic acid"", ""B"": ""oxalyl chloride"", ""C"": ""dichloromethane"", ""D"": ""dimethylformamide"", ""E"": ""6H-pyrido[2,3-b][1,5]benzoxazepine"", ""F"": ""triethylamine"", ""G"": ""water"", ""H"": ""sodium sulfate""}, ""Products"": {""I"": ""[2-Chloro-4-(3-methyl-pyrazol-1-yl)-phenyl]-(11H-5-oxa-4,10-diaza-dibenzo[a,d]cyclohepten-10-yl)-methanone""}, ""Reaction Steps"": {""1 (Reaction, Stir)"": ""A+B+C+D->mixture1"", ""2 (Reaction, Add portionwise)"": ""mixture1+E+F+C->mixture2"", ""3 (Reaction, Stir)"": ""mixture2->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+G->mixture4"", ""5 (Work-up, Dry)"": ""mixture4+H->mixture5"", ""6 (Work-up, Evaporate)"": ""mixture5->I""}}",
111,2-benzyloxy-4-chloro-N-tert-butoxycarbonylaniline,"2-Benzyloxy-4-chlorobenzoic acid (3.0 g) was heated under reflux in a mixture of benzene and t-butyl alcohol. Diphenylphosphoryl azide (3.14 g) and triethylamine (1.21 g) were added in one batch to the mixture and reflux was continued for a further 8 hours. Benzene was removed under reduced pressure and the residue taken up in ethyl acetate. An insoluble white solid was removed by filtration. The remaining organic filtrate was washed successively with diluted hydrochloric acid, water, saturated aqueous sodium hydrogen carbonate and brine. The organic layer was dried over magnesium sulfate and the solvent was evaporated to give 2-benzyloxy-4-chloro-N-tert-butoxycarbonylaniline (1.6 g).","{""Reactants, Solvents, Catalysts"": {""A"": ""2-benzyloxy-4-chlorobenzoic acid"", ""B"": ""benzene"", ""C"": ""t-butyl alcohol"", ""D"": ""diphenylphosphoryl azide"", ""E"": ""triethylamine"", ""F"": ""ethyl acetate"", ""G"": ""diluted hydrochloric acid"", ""H"": ""water"", ""I"": ""saturated aqueous sodium hydrogen carbonate"", ""J"": ""brine"", ""K"": ""magnesium sulfate""}, ""Products"": {""L"": ""2-benzyloxy-4-chloro-N-tert-butoxycarbonylaniline""}, ""Reaction Steps"": {""1 (Reaction, Heat and Reflux)"": ""A+B+C->mixture1"", ""2 (Reaction, Add)"": ""mixture1+D+E->mixture2"", ""3 (Reaction, Reflux)"": ""mixture2->mixture3"", ""4 (Work-up, Evaporate)"": ""mixture3+B->mixture4"", ""5 (Work-up, Dissolve)"": ""mixture4+F->mixture5"", ""6 (Work-up, Filter)"": ""mixture5->mixture6"", ""7 (Work-up, Wash)"": ""mixture6+G->mixture7"", ""8 (Work-up, Wash)"": ""mixture7+H->mixture8"", ""9 (Work-up, Wash)"": ""mixture8+I->mixture9"", ""10 (Work-up, Wash)"": ""mixture9+J->mixture10"", ""11 (Work-up, Dry)"": ""mixture10+K->mixture11"", ""12 (Work-up, Evaporate)"": ""mixture11->L""}}",
112,"5-(chloromethyl)-3-phenyl-1,2,4-oxadiazole","A mixture of benzonitrile (26.2 g), hydroxylamine hydrochloride (17.7 g), potassium carbonate (17.6 g) and 70% ethanol (250 ml) was stirred at 80° C. for 2 hours. The reaction mixture was cooled to room temperature, water was added to the reaction mixture and extracted with ethyl acetate. The ethyl acetate layer was washed with an aqueous saturated solution of sodium chloride, dried (MgSO4) and concentrated. The residue was dissolve in acetone (250 ml) and potassium carbonate (19.0 g) was added. This mixture was cooled to 0° C. and chloroacetyl chloride (21.9 ml) was added dropwise. After stirring for 1 hour, the reaction mixture was concentrated. Water was added to the residue, the residual crystals were filtered, washed with water and dissolved in ethyl acetate. This solution was washed with an aqueous saturated solution of sodium chloride, dried (MgSO4) and concentrated. The residue was dissolved in xylene (250 ml), and refluxed with separating water. After 2 hours, the solution was concentrated and the remaining crystals were washed with hexane to obtain 5-(chloromethyl)-3-phenyl-1,2,4-oxadiazole (252 g, yield 51%) as pale-yellow crystals. m.p. 38-39° C.","{""Reactants, Solvents, Catalysts"": {""A"": ""benzonitrile"", ""B"": ""hydroxylamine hydrochloride"", ""C"": ""potassium carbonate"", ""D"": ""ethanol"", ""E"": ""water"", ""F"": ""ethyl acetate"", ""G"": ""sodium chloride"", ""H"": ""magnesium sulfate"", ""I"": ""acetone"", ""J"": ""chloroacetyl chloride"", ""K"": ""xylene"", ""L"": ""hexane""}, ""Products"": {""M"": ""5-(chloromethyl)-3-phenyl-1,2,4-oxadiazole""}, ""Reaction Steps"": {""1 (Reaction, Stir)"": ""A+B+C+D->mixture1"", ""2 (Work-up, Cool)"": ""mixture1->mixture2"", ""3 (Work-up, Add)"": ""mixture2+E->mixture3"", ""4 (Work-up, Extract)"": ""mixture3+F->mixture4"", ""5 (Work-up, Wash)"": ""mixture4+G->mixture5"", ""6 (Work-up, Dry)"": ""mixture5+H->mixture6"", ""7 (Work-up, Concentrate)"": ""mixture6->mixture7"", ""8 (Work-up, Dissolve)"": ""mixture7+I->mixture8"", ""9 (Reaction, Add)"": ""mixture8+C+J->mixture9"", ""10 (Reaction, Cool)"": ""mixture9->mixture10"", ""11 (Reaction, Add Dropwise and Stir)"": ""mixture10+J->mixture11"", ""12 (Reaction, Stir)"": ""mixture11->mixture12"", ""13 (Work-up, Concentrate)"": ""mixture12->mixture13"", ""14 (Work-up, Add)"": ""mixture13+E->mixture14"", ""15 (Work-up, Filter)"": ""mixture14->mixture15"", ""16 (Work-up, Wash)"": ""mixture15+E->mixture16"", ""17 (Work-up, Dissolve)"": ""mixture16+F->mixture17"", ""18 (Work-up, Wash)"": ""mixture17+G->mixture18"", ""19 (Work-up, Dry)"": ""mixture18+H->mixture19"", ""20 (Work-up, Concentrate)"": ""mixture19->mixture20"", ""21 (Work-up, Dissolve)"": ""mixture20+K->mixture21"", ""22 (Reaction, Reflux)"": ""mixture21+E->mixture22"", ""23 (Work-up, Concentrate)"": ""mixture22->mixture23"", ""24 (Work-up, Wash)"": ""mixture23+L->M""}}",
113,6-amino-1-propylpyrimidinedione,This method was utilized to prepare the N-3 propylpurines. The starting material used was N-(2-hydroxyethyl)-4-nitrobenzenamine condensed with ethyl cyanoacetate in the presence of sodium ethoxide to yield the 6-amino-1-propylpyrimidinedione in moderate yield. Commercially available 3-n-propylxanthine could also be used as the starting material.,"{""Reactants, Solvents, Catalysts"": {""A"": ""N-(2-hydroxyethyl)-4-nitrobenzenamine"", ""B"": ""ethyl cyanoacetate"", ""C"": ""sodium ethoxide"", ""D"": ""3-n-propylxanthine""}, ""Products"": {""E"": ""6-amino-1-propylpyrimidinedione""}, ""Reaction Steps"": {""1 (Reaction, Condense)"": ""A+B+C->mixture1"", ""2 (Reaction, Form Product)"": ""mixture1->E"", ""3 (Reaction, Use Alternative Reactant)"": ""D->E""}}",
114,"3-Methylthio-8-oxo-6-(2-cyclopropylmethoxyphenyl)-7,8-dihydropyrimido[4,5-e][1,2,4]triazine","In a similar manner to Example 85 reaction of 3-methylthio-5-chloro-6-carboethoxy-1,2,4-triazine (prepared from 3-methylthio-5-oxo-6-carboethoxy-4,5-dihydro-1,2,4-triazine, 1.5 g) with 2-cyclopropoxybenzamidine hydrochloride (2.35 g) and triethylamine (1.75 g) afforded a yellow solid (1.31 g) which was recrystallized from acetonitrile and then from acetonitrile/ethanol (50%) to afford the title compound, 0.70 g, m.p. 235-236° C.","{""Reactants, Solvents, Catalysts"": {""A"": ""3-methylthio-5-chloro-6-carboethoxy-1,2,4-triazine"", ""B"": ""2-cyclopropoxybenzamidine hydrochloride"", ""C"": ""triethylamine"", ""D"": ""acetonitrile"", ""E"": ""ethanol""}, ""Products"": {""F"": ""3-methylthio-8-oxo-6-(2-cyclopropylmethoxyphenyl)-7,8-dihydropyrimido[4,5-e][1,2,4]triazine""}, ""Reaction Steps"": {""1 (Reaction, Mix)"": ""A+B+C->mixture1"", ""2 (Work-up, Recrystallize)"": ""mixture1+D->mixture2"", ""3 (Work-up, Recrystallize)"": ""mixture2+D+E->F""}}",
115,5-ethyl-2-[1-(2-fluorobenzyl)-indazol-3-yl]-5-hydroxymethyl-oxazole,"1.05 g of 1,1-dichloro-3-[1-(2-fluorobenzyl)indazole-3-carboxamido]-pent-1-ene (2.58 mmol) and 5.20 ml of NaOH, 1N (5.20 mmol) were stirred in 15 ml of N-methylpyrrolidone at 50° C. under argon for 2 days. After cooling, the mixture was poured onto ice-water and extracted several times with ethyl acetate. The organic phase was dried (sodium sulphate) and concentrated (N-methylpyrrolidone stripped off under a high vacuum). The residue was purified by column chromatography (aluminium oxide, cyclohexane/ethyl acetate 2:1). 470 mg (52%) of 5-ethyl-2-[1-(2-fluorobenzyl)-indazol-3-yl]-5-hydroxymethyl-oxazole were obtained as white crystals.","{""Reactants, Solvents, Catalysts"": {""A"": ""1,1-dichloro-3-[1-(2-fluorobenzyl)indazole-3-carboxamido]-pent-1-ene"", ""B"": ""sodium hydroxide"", ""C"": ""N-methylpyrrolidone"", ""D"": ""ethyl acetate"", ""E"": ""sodium sulphate"", ""F"": ""cyclohexane"", ""G"": ""aluminium oxide""}, ""Products"": {""H"": ""5-ethyl-2-[1-(2-fluorobenzyl)-indazol-3-yl]-5-hydroxymethyl-oxazole""}, ""Reaction Steps"": {""1 (Reaction, Stir)"": ""A+B+C->mixture1"", ""2 (Work-up, Cool)"": ""mixture1->mixture2"", ""3 (Work-up, Quench)"": ""mixture2->mixture3"", ""4 (Work-up, Extract)"": ""mixture3+D->mixture4"", ""5 (Work-up, Dry)"": ""mixture4+E->mixture5"", ""6 (Work-up, Concentrate)"": ""mixture5->mixture6"", ""7 (Work-up, Purify)"": ""mixture6+G+F+D->H""}}",
116,"N,N′-bis-Boc-(2R)-2,5-diamino-N-[(1R)-1-[(RS)-(5-tert-butyl-2-benzoxazolyl)-hydroxymethyl]-3-phenylpropyl]-valeramide","A mixture of (1R)-1-[(RS)-(5-tert-butyl-2-benzoxazolyl)hydroxymethyl]-3-phenylpropylamine (108 mg), N,N′-bis-Boc-D-ornithine (130 mg), dichloromethane (3 mL), PyBrop (164 mg) and triethylamine (195 μL) was stirred at 0° C. for 1 h, then at 25° C. for 10 h. The reaction mixture is poured into ethyl acetate, washed successively with water, 1 N HCl, saturated aqueous bicarbonate and brine. The organic layer is dried (Na2SO4), concentrated and the residue is purified by chromatography over silica gel (30% ethyl acetate/hexane) afforded N,N′-bis-Boc-(2R)-2,5-diamino-N-[(1R)-1-[(RS)-(5-tert-butyl-2-benzoxazolyl)-hydroxymethyl]-3-phenylpropyl]-valeramide (130 mg) which was deprotected (trifluoroacetic acid) to give the title product (107 mg) as a white powder: 1H NMR (300 MHz, D2O) δ 1.35 and 1.26 (2s, 9H), 1.54 (m, 2H), 1.85-2.19 (m, 2H), 2.77 (m, 4H), 4.79 (m, 1H), 4.42 (m, 1H), 5.02 (s, 0.2H), 5.14 (d, J=3.3 Hz, 0.8H), 7.21-7.38 (m, 5H), and 7.78 (m, 1H).","{""Reactants, Solvents, Catalysts"": {""A"": ""(1R)-1-[(RS)-(5-tert-butyl-2-benzoxazolyl)hydroxymethyl]-3-phenylpropylamine"", ""B"": ""N,N′-bis-Boc-D-ornithine"", ""C"": ""dichloromethane"", ""D"": ""PyBrop"", ""E"": ""triethylamine"", ""F"": ""ethyl acetate"", ""G"": ""water"", ""H"": ""hydrochloric acid"", ""I"": ""saturated aqueous bicarbonate"", ""J"": ""brine"", ""K"": ""sodium sulfate"", ""L"": ""trifluoroacetic acid""}, ""Products"": {""M"": ""N,N′-bis-Boc-(2R)-2,5-diamino-N-[(1R)-1-[(RS)-(5-tert-butyl-2-benzoxazolyl)-hydroxymethyl]-3-phenylpropyl]-valeramide"", ""N"": ""N,N'-bis-(2R)-2,5-diamino-N-[(1R)-1-[(RS)-(5-tert-butyl-2-benzoxazolyl)-hydroxymethyl]-3-phenylpropyl]-valeramide (deprotected)""}, ""Reaction Steps"": {""1 (Reaction, Stir)"": ""A+B+C+D+E->mixture1"", ""2 (Work-up, Pour)"": ""mixture1+F->mixture2"", ""3 (Work-up, Wash)"": ""mixture2+G->mixture3"", ""4 (Work-up, Wash)"": ""mixture3+H->mixture4"", ""5 (Work-up, Wash)"": ""mixture4+I->mixture5"", ""6 (Work-up, Wash)"": ""mixture5+J->mixture6"", ""7 (Work-up, Dry)"": ""mixture6+K->mixture7"", ""8 (Work-up, Concentrate)"": ""mixture7->mixture8"", ""9 (Work-up, Purify)"": ""mixture8->M"", ""10 (Reaction, Deprotect)"": ""M+L->N""}}",
